39575	d.68.2.2	d1a2na_	1a2n	A	[]	PF00275
33808	c.56.5.1	d1bavc_	1bav	C	[]	PF00246
33809	c.56.5.1	d1bavd_	1bav	D	[]	PF00246
22868	b.6.1.1	d1bawa_	1baw	A	[]	PF00127
22869	b.6.1.1	d1bawb_	1baw	B	[]	PF00127
22870	b.6.1.1	d1bawc_	1baw	C	[]	PF00127
18133	a.61.1.3	d1baxa_	1bax	A	[]	PF02337
17592	a.45.1.1	d1baya1	1bay	A	['79-209']	PF02798
32886	c.47.1.5	d1baya2	1bay	A	['1-78']	PF02798
17593	a.45.1.1	d1bayb1	1bay	B	['79-209']	PF02798
32887	c.47.1.5	d1bayb2	1bay	B	['1-78']	PF02798
17421	a.43.1.1	d1baza_	1baz	A	[]	PF03869
17422	a.43.1.1	d1bazb_	1baz	B	[]	PF03869
17423	a.43.1.1	d1bazc_	1baz	C	[]	PF03869
17424	a.43.1.1	d1bazd_	1baz	D	[]	PF03869
36544	d.2.1.2	d1bb3a_	1bb3	A	[]	PF00062
36545	d.2.1.2	d1bb3b_	1bb3	B	[]	PF00062
36583	d.2.1.2	d1bb4a_	1bb4	A	[]	PF00062
36584	d.2.1.2	d1bb4b_	1bb4	B	[]	PF00062
36553	d.2.1.2	d1bb5a_	1bb5	A	[]	PF00062
36554	d.2.1.2	d1bb5b_	1bb5	B	[]	PF00062
36594	d.2.1.2	d1bb6a_	1bb6	A	[]	PF00062
36593	d.2.1.2	d1bb7a_	1bb7	A	[]	PF00062
24554	b.34.2.1	d1bb9a_	1bb9	A	[]	PF14604
15255	a.1.1.2	d1bbba_	1bbb	A	[]	PF00042
15434	a.1.1.2	d1bbbb_	1bbb	B	[]	PF00042
15256	a.1.1.2	d1bbbc_	1bbb	C	[]	PF00042
15435	a.1.1.2	d1bbbd_	1bbb	D	[]	PF00042
19573	a.133.1.2	d1bbca_	1bbc	A	[]	PF00068
19782	b.1.1.1	d1bbdl1	1bbd	L	['1-114']	PF07686
20892	b.1.1.2	d1bbdl2	1bbd	L	['115-219']	PF07686
16546	a.24.3.2	d1bbha_	1bbh	A	[]	PF01322
16547	a.24.3.2	d1bbhb_	1bbh	B	[]	PF01322
16356	a.9.1.1	d1bbla_	1bbl	A	[]	PF02817
16861	a.26.1.2	d1bbna_	1bbn	A	[]	PF00727
27147	b.60.1.1	d1bbpa_	1bbp	A	[]	PF00061
27148	b.60.1.1	d1bbpb_	1bbp	B	[]	PF00061
27149	b.60.1.1	d1bbpc_	1bbp	C	[]	PF00061
27150	b.60.1.1	d1bbpd_	1bbp	D	[]	PF00061
26208	b.47.1.2	d1bbr.2	1bbr	J	[]	PF09396
26207	b.47.1.2	d1bbr.1	1bbr	L	[]	PF09396
26209	b.47.1.2	d1bbr.3	1bbr	M	[]	PF09396
26877	b.50.1.2	d1bbsa_	1bbs	A	[]	PF00026
118422	b.50.1.2	d1bbsb_	1bbs	B	[]	PF00026
25254	b.40.4.1	d1bbua1	1bbu	A	['11-154']	PF01336
40721	d.104.1.1	d1bbua2	1bbu	A	['161-502']	PF01336
25255	b.40.4.1	d1bbwa1	1bbw	A	['11-153']	PF01336
40722	d.104.1.1	d1bbwa2	1bbw	A	['161-502']	PF01336
37465	b.34.13.1	d1bbxc_	1bbx	C	[]	PF02294
37466	b.34.13.1	d1bbxd_	1bbx	D	[]	PF02294
16149	a.4.5.15	d1bbya_	1bby	A	[]	PF02270
24477	b.34.2.1	d1bbza_	1bbz	A	[]	PF00018
24478	b.34.2.1	d1bbzc_	1bbz	C	[]	PF00018
24479	b.34.2.1	d1bbze_	1bbz	E	[]	PF00018
24480	b.34.2.1	d1bbzg_	1bbz	G	[]	PF00018
18174	a.65.1.1	d1bc0a_	1bc0	A	[]	PF00191
18173	a.65.1.1	d1bc1a_	1bc1	A	[]	PF00191
42034	d.157.1.1	d1bc2a_	1bc2	A	[]	PF00753
42035	d.157.1.1	d1bc2b_	1bc2	B	[]	PF00753
18175	a.65.1.1	d1bc3a_	1bc3	A	[]	PF00191
37279	d.5.1.1	d1bc4a_	1bc4	A	[]	PF00074
17929	a.58.1.1	d1bc5a1	1bc5	A	['16-91']	PF03705
34204	c.66.1.8	d1bc5a2	1bc5	A	['92-284']	PF03705
38986	d.58.1.2	d1bc6a_	1bc6	A	[]	PF00037
16169	a.4.5.21	d1bc7c_	1bc7	C	[]	PF00178
16168	a.4.5.21	d1bc8c_	1bc8	C	[]	PF00178
19180	a.118.3.1	d1bc9a_	1bc9	A	[]	PF01369
58946	d.185.1.1	d1bcca1	1bcc	A	['4-232']	PF00675
58947	d.185.1.1	d1bcca2	1bcc	A	['233-445']	PF00675
58948	d.185.1.1	d1bccb1	1bcc	B	['18-235']	PF00675
58949	d.185.1.1	d1bccb2	1bcc	B	['236-439']	PF00675
15959	a.3.1.3	d1bccd2	1bcc	D	['1-195']	PF02167
24431	b.33.1.1	d1bcce1	1bcc	E	['70-196']	PF02921
27855	b.74.1.1	d1bcda_	1bcd	A	[]	PF00194
16648	a.25.1.1	d1bcfa_	1bcf	A	[]	PF00210
16649	a.25.1.1	d1bcfb_	1bcf	B	[]	PF00210
118423	a.25.1.1	d1bcfc_	1bcf	C	[]	PF00210
118424	a.25.1.1	d1bcfd_	1bcf	D	[]	PF00210
118425	a.25.1.1	d1bcfe_	1bcf	E	[]	PF00210
118426	a.25.1.1	d1bcff_	1bcf	F	[]	PF00210
118427	a.25.1.1	d1bcfg_	1bcf	G	[]	PF00210
118428	a.25.1.1	d1bcfh_	1bcf	H	[]	PF00210
118429	a.25.1.1	d1bcfi_	1bcf	I	[]	PF00210
118430	a.25.1.1	d1bcfj_	1bcf	J	[]	PF00210
118431	a.25.1.1	d1bcfk_	1bcf	K	[]	PF00210
118432	a.25.1.1	d1bcfl_	1bcf	L	[]	PF00210
23180	b.7.1.1	d1bcia_	1bci	A	[]	PF00168
27427	b.62.1.1	d1bcka_	1bck	A	[]	PF00160
26432	b.48.1.1	d1bcma1	1bcm	A	['481-560']	PF02914
33677	c.55.3.3	d1bcma2	1bcm	A	['257-480']	PF02914
26433	b.48.1.1	d1bcmb1	1bcm	B	['481-560']	PF02914
33678	c.55.3.3	d1bcmb2	1bcm	B	['258-480']	PF02914
16862	a.26.1.2	d1bcna_	1bcn	A	[]	PF00727
26431	b.48.1.1	d1bcoa1	1bco	A	['481-560']	PF02914
33676	c.55.3.3	d1bcoa2	1bco	A	['258-480']	PF02914
42255	d.166.1.1	d1bcpa_	1bcp	A	[]	PF02917
25120	b.40.2.1	d1bcpb1	1bcp	B	['90-199']	PF03440
42429	d.169.1.2	d1bcpb2	1bcp	B	['3-89']	PF03440
25121	b.40.2.1	d1bcpc1	1bcp	C	['90-199']	PF03440
42430	d.169.1.2	d1bcpc2	1bcp	C	['4-89']	PF03440
25132	b.40.2.1	d1bcpd_	1bcp	D	[]	PF09275
25133	b.40.2.1	d1bcpe_	1bcp	E	[]	PF09275
25142	b.40.2.1	d1bcpf_	1bcp	F	[]	PF09276
42256	d.166.1.1	d1bcpg_	1bcp	G	[]	PF02917
25122	b.40.2.1	d1bcph1	1bcp	H	['90-199']	PF03440
42431	d.169.1.2	d1bcph2	1bcp	H	['3-89']	PF03440
25123	b.40.2.1	d1bcpi1	1bcp	I	['90-199']	PF03440
42432	d.169.1.2	d1bcpi2	1bcp	I	['4-89']	PF03440
25134	b.40.2.1	d1bcpj_	1bcp	J	[]	PF09275
25135	b.40.2.1	d1bcpk_	1bcp	K	[]	PF09275
25143	b.40.2.1	d1bcpl_	1bcp	L	[]	PF09276
18176	a.65.1.1	d1bcwa_	1bcw	A	[]	PF00191
24312	b.29.1.11	d1bcxa_	1bcx	A	[]	PF00457
18172	a.65.1.1	d1bcya_	1bcy	A	[]	PF00191
18177	a.65.1.1	d1bcza_	1bcz	A	[]	PF00191
26480	b.49.2.2	d1bd0a1	1bd0	A	['2-11', '245-382']	PF01168
28642	c.1.6.1	d1bd0a2	1bd0	A	['12-244']	PF01168
26481	b.49.2.2	d1bd0b1	1bd0	B	['2-11', '245-381']	PF01168
28643	c.1.6.1	d1bd0b2	1bd0	B	['12-244']	PF01168
20694	b.1.1.2	d1bd2a1	1bd2	A	['182-275']	PF00129
38236	d.19.1.1	d1bd2a2	1bd2	A	['1-181']	PF00129
20695	b.1.1.2	d1bd2b_	1bd2	B	[]	PF07654
20622	b.1.1.1	d1bd2d1	1bd2	D	['1-117']	PF09291
21557	b.1.1.2	d1bd2d2	1bd2	D	['118-203']	PF09291
20645	b.1.1.1	d1bd2e1	1bd2	E	['3-118']	PF07686
21574	b.1.1.2	d1bd2e2	1bd2	E	['119-247']	PF07686
34098	c.61.1.1	d1bd3a_	1bd3	A	[]	PF14681
34099	c.61.1.1	d1bd3b_	1bd3	B	[]	PF14681
34100	c.61.1.1	d1bd3c_	1bd3	C	[]	PF14681
34101	c.61.1.1	d1bd3d_	1bd3	D	[]	PF14681
34106	c.61.1.1	d1bd4a_	1bd4	A	[]	PF14681
34107	c.61.1.1	d1bd4b_	1bd4	B	[]	PF14681
34108	c.61.1.1	d1bd4c_	1bd4	C	[]	PF14681
34109	c.61.1.1	d1bd4d_	1bd4	D	[]	PF14681
38987	d.58.1.2	d1bd6a_	1bd6	A	[]	PF00037
23618	b.11.1.1	d1bd7a_	1bd7	A	[]	PF00030
23619	b.11.1.1	d1bd7b_	1bd7	B	[]	PF00030
19157	d.211.1.1	d1bd8a_	1bd8	A	[]	PF12796
23702	b.17.1.1	d1bd9a_	1bd9	A	[]	PF01161
23703	b.17.1.1	d1bd9b_	1bd9	B	[]	PF01161
26329	b.47.1.2	d1bdaa_	1bda	A	[]	PF00089
26330	b.47.1.2	d1bdab_	1bda	B	[]	PF00089
29874	c.2.1.2	d1bdba_	1bdb	A	[]	PF00106
16350	a.8.1.1	d1bdca_	1bdc	A	[]	PF02216
16351	a.8.1.1	d1bdda_	1bdd	A	[]	PF02216
39727	d.74.3.1	d1bdfa1	1bdf	A	['2-52', '179-232']	PF01193
42602	d.181.1.1	d1bdfa2	1bdf	A	['53-178']	PF01193
39728	d.74.3.1	d1bdfb1	1bdf	B	['1-52', '179-235']	PF01193
42603	d.181.1.1	d1bdfb2	1bdf	B	['53-178']	PF01193
39729	d.74.3.1	d1bdfc1	1bdf	C	['1-52', '179-235']	PF01193
42604	d.181.1.1	d1bdfc2	1bdf	C	['53-178']	PF01193
39730	d.74.3.1	d1bdfd1	1bdf	D	['1-52', '179-235']	PF01193
42605	d.181.1.1	d1bdfd2	1bdf	D	['53-178']	PF01193
33461	c.55.1.3	d1bdga1	1bdg	A	['13-222']	PF00349
33462	c.55.1.3	d1bdga2	1bdg	A	['223-460']	PF00349
17089	a.35.1.5	d1bdha1	1bdh	A	['3-58']	PF00356
35668	c.93.1.1	d1bdha2	1bdh	A	['59-340']	PF00356
17092	a.35.1.5	d1bdia1	1bdi	A	['3-58']	PF00356
35669	c.93.1.1	d1bdia2	1bdi	A	['59-340']	PF00356
31070	c.23.1.1	d1bdja_	1bdj	A	[]	PF00072
16632	a.24.10.1	d1bdjb_	1bdj	B	[]	PF01627
26705	b.50.1.1	d1bdla_	1bdl	A	[]	PF00077
26706	b.50.1.1	d1bdlb_	1bdl	B	[]	PF00077
30137	c.2.1.5	d1bdma1	1bdm	A	['0-154']	PF00056
42104	d.162.1.1	d1bdma2	1bdm	A	['155-332']	PF00056
30138	c.2.1.5	d1bdmb1	1bdm	B	['0-154']	PF00056
42105	d.162.1.1	d1bdmb2	1bdm	B	['155-332']	PF00056
28214	b.84.1.1	d1bdoa_	1bdo	A	[]	PF00364
26686	b.50.1.1	d1bdqa_	1bdq	A	[]	PF00077
26687	b.50.1.1	d1bdqb_	1bdq	B	[]	PF00077
26702	b.50.1.1	d1bdra_	1bdr	A	[]	PF00077
26703	b.50.1.1	d1bdrb_	1bdr	B	[]	PF00077
17433	a.43.1.1	d1bdta_	1bdt	A	[]	PF03869
17434	a.43.1.1	d1bdtb_	1bdt	B	[]	PF03869
17435	a.43.1.1	d1bdtc_	1bdt	C	[]	PF03869
17436	a.43.1.1	d1bdtd_	1bdt	D	[]	PF03869
40955	d.117.1.1	d1bdua_	1bdu	A	[]	PF00303
17441	a.43.1.1	d1bdva_	1bdv	A	[]	PF03869
17442	a.43.1.1	d1bdvb_	1bdv	B	[]	PF03869
17443	a.43.1.1	d1bdvc_	1bdv	C	[]	PF03869
17444	a.43.1.1	d1bdvd_	1bdv	D	[]	PF03869
16276	a.5.1.1	d1bdxa1	1bdx	A	['156-203']	PF01330
17951	a.60.2.1	d1bdxa2	1bdx	A	['65-142']	PF01330
25270	b.40.4.2	d1bdxa3	1bdx	A	['1-64']	PF01330
16277	a.5.1.1	d1bdxb1	1bdx	B	['156-203']	PF01330
17952	a.60.2.1	d1bdxb2	1bdx	B	['65-142']	PF01330
25271	b.40.4.2	d1bdxb3	1bdx	B	['1-64']	PF01330
16278	a.5.1.1	d1bdxc1	1bdx	C	['156-203']	PF01330
17953	a.60.2.1	d1bdxc2	1bdx	C	['65-142']	PF01330
25272	b.40.4.2	d1bdxc3	1bdx	C	['1-64']	PF01330
16279	a.5.1.1	d1bdxd1	1bdx	D	['156-203']	PF01330
17954	a.60.2.1	d1bdxd2	1bdx	D	['65-142']	PF01330
25273	b.40.4.2	d1bdxd3	1bdx	D	['1-64']	PF01330
34663	c.69.1.8	d1be0a_	1be0	A	[]	PF00561
31237	c.23.6.1	d1be1a_	1be1	A	[]	PF02310
17812	a.52.1.1	d1be2a_	1be2	A	[]	PF00234
58950	d.185.1.1	d1be3a1	1be3	A	['1-233']	PF00675
58951	d.185.1.1	d1be3a2	1be3	A	['234-446']	PF00675
58952	d.185.1.1	d1be3b1	1be3	B	['21-235']	PF00675
58953	d.185.1.1	d1be3b2	1be3	B	['236-439']	PF00675
15955	a.3.1.3	d1be3d2	1be3	D	['1-195']	PF02167
24428	b.33.1.1	d1be3e1	1be3	E	['70-196']	PF02921
238525	d.184.1.3	d1be3i_	1be3	I	[]	PF09165
39090	d.58.6.1	d1be4a_	1be4	A	[]	PF00334
39091	d.58.6.1	d1be4b_	1be4	B	[]	PF00334
39092	d.58.6.1	d1be4c_	1be4	C	[]	PF00334
32495	c.41.1.1	d1be6a_	1be6	A	[]	PF00082
32494	c.41.1.1	d1be8a_	1be8	A	[]	PF00082
24774	b.36.1.1	d1be9a_	1be9	A	[]	PF00595
17826	a.52.1.2	d1beaa_	1bea	A	[]	PF00234
27115	b.60.1.1	d1beba_	1beb	A	[]	PF00061
27116	b.60.1.1	d1bebb_	1beb	B	[]	PF00061
90330	c.47.1.13	d1beda_	1bed	A	[]	PF01323
34673	c.69.1.8	d1beea_	1bee	A	[]	PF00561
19620	a.134.1.1	d1bega_	1beg	A	[]	PF00964
23700	b.17.1.1	d1beha_	1beh	A	[]	PF01161
23701	b.17.1.1	d1behb_	1beh	B	[]	PF01161
18638	a.93.1.1	d1beja_	1bej	A	[]	PF00141
18632	a.93.1.1	d1beka_	1bek	A	[]	PF00141
37179	d.5.1.1	d1bela_	1bel	A	[]	PF00074
18635	a.93.1.1	d1bema_	1bem	A	[]	PF00141
19619	a.134.1.1	d1beoa_	1beo	A	[]	PF00964
18634	a.93.1.1	d1bepa_	1bep	A	[]	PF00141
18629	a.93.1.1	d1beqa_	1beq	A	[]	PF00141
18612	a.93.1.1	d1besa_	1bes	A	[]	PF00141
28574	c.1.2.4	d1beua_	1beu	A	[]	PF00290
35274	c.79.1.1	d1beub_	1beu	B	[]	PF00291
22999	b.6.1.1	d1bexa_	1bex	A	[]	PF00127
23000	b.6.1.1	d1bexb_	1bex	B	[]	PF00127
20321	b.1.1.1	d1beyh1	1bey	H	['6-121']	PF07686
21313	b.1.1.2	d1beyh2	1bey	H	['122-219']	PF07686
20320	b.1.1.1	d1beyl1	1bey	L	['1-107']	PF07686
21312	b.1.1.2	d1beyl2	1bey	L	['108-214']	PF07686
34666	c.69.1.8	d1beza_	1bez	A	[]	PF00561
21860	b.1.18.2	d1bf2a1	1bf2	A	['1-162']	PF02922
27787	b.71.1.1	d1bf2a2	1bf2	A	['638-750']	PF02922
28774	c.1.8.1	d1bf2a3	1bf2	A	['163-637']	PF02922
30346	c.3.1.2	d1bf3a1	1bf3	A	['1-173', '276-391']	PF01494
37877	d.16.1.2	d1bf3a2	1bf3	A	['174-275']	PF01494
17766	a.47.1.1	d1bf5a1	1bf5	A	['136-316']	PF01017
22460	b.2.5.5	d1bf5a2	1bf5	A	['317-568']	PF01017
40526	d.93.1.1	d1bf5a3	1bf5	A	['569-710']	PF01017
22332	b.1.11.1	d1bf8a1	1bf8	A	['1-121']	PF00345
23214	b.7.2.1	d1bf8a2	1bf8	A	['122-205']	PF00345
17827	a.52.1.2	d1bfaa_	1bfa	A	[]	PF00234
25490	b.42.1.1	d1bfba_	1bfb	A	[]	PF00167
25492	b.42.1.1	d1bfca_	1bfc	A	[]	PF00167
31745	c.31.1.3	d1bfda1	1bfd	A	['182-341']	PF02776
31801	c.36.1.5	d1bfda2	1bfd	A	['2-181']	PF02776
31802	c.36.1.9	d1bfda3	1bfd	A	['342-524']	PF02776
24775	b.36.1.1	d1bfea_	1bfe	A	[]	PF00595
25489	b.42.1.1	d1bffa_	1bff	A	[]	PF00167
25485	b.42.1.1	d1bfga_	1bfg	A	[]	PF00167
40499	d.93.1.1	d1bfia_	1bfi	A	[]	PF00017
40500	d.93.1.1	d1bfja_	1bfj	A	[]	PF00017
32497	c.41.1.1	d1bfka_	1bfk	A	[]	PF00082
16479	a.22.1.2	d1bfma_	1bfm	A	[]	PF00808
16480	a.22.1.2	d1bfmb_	1bfm	B	[]	PF00808
28792	c.1.8.1	d1bfna_	1bfn	A	[]	PF01373
20310	b.1.1.1	d1bfoa1	1bfo	A	['1-107']	PF07654
21302	b.1.1.2	d1bfoa2	1bfo	A	['108-214']	PF07654
20311	b.1.1.1	d1bfob1	1bfo	B	['1-121']	PF07654
21303	b.1.1.2	d1bfob2	1bfo	B	['122-216']	PF07654
20312	b.1.1.1	d1bfoc1	1bfo	C	['1-107']	PF07654
21304	b.1.1.2	d1bfoc2	1bfo	C	['108-214']	PF07654
20313	b.1.1.1	d1bfod1	1bfo	D	['1-121']	PF07654
21305	b.1.1.2	d1bfod2	1bfo	D	['122-216']	PF07654
20314	b.1.1.1	d1bfoe1	1bfo	E	['1-107']	PF07654
21306	b.1.1.2	d1bfoe2	1bfo	E	['108-214']	PF07654
20315	b.1.1.1	d1bfof1	1bfo	F	['1-121']	PF07654
21307	b.1.1.2	d1bfof2	1bfo	F	['122-216']	PF07654
20316	b.1.1.1	d1bfog1	1bfo	G	['1-107']	PF07654
21308	b.1.1.2	d1bfog2	1bfo	G	['108-214']	PF07654
20317	b.1.1.1	d1bfoh1	1bfo	H	['1-121']	PF07654
21309	b.1.1.2	d1bfoh2	1bfo	H	['122-216']	PF07654
38345	d.22.1.1	d1bfpa_	1bfp	A	[]	PF01353
16650	a.25.1.1	d1bfra_	1bfr	A	[]	PF00210
16651	a.25.1.1	d1bfrb_	1bfr	B	[]	PF00210
16652	a.25.1.1	d1bfrc_	1bfr	C	[]	PF00210
16653	a.25.1.1	d1bfrd_	1bfr	D	[]	PF00210
16654	a.25.1.1	d1bfre_	1bfr	E	[]	PF00210
16655	a.25.1.1	d1bfrf_	1bfr	F	[]	PF00210
16656	a.25.1.1	d1bfrg_	1bfr	G	[]	PF00210
16657	a.25.1.1	d1bfrh_	1bfr	H	[]	PF00210
16658	a.25.1.1	d1bfri_	1bfr	I	[]	PF00210
16659	a.25.1.1	d1bfrj_	1bfr	J	[]	PF00210
16660	a.25.1.1	d1bfrk_	1bfr	K	[]	PF00210
16661	a.25.1.1	d1bfrl_	1bfr	L	[]	PF00210
16662	a.25.1.1	d1bfrm_	1bfr	M	[]	PF00210
16663	a.25.1.1	d1bfrn_	1bfr	N	[]	PF00210
16664	a.25.1.1	d1bfro_	1bfr	O	[]	PF00210
16665	a.25.1.1	d1bfrp_	1bfr	P	[]	PF00210
16666	a.25.1.1	d1bfrq_	1bfr	Q	[]	PF00210
16667	a.25.1.1	d1bfrr_	1bfr	R	[]	PF00210
16668	a.25.1.1	d1bfrs_	1bfr	S	[]	PF00210
16669	a.25.1.1	d1bfrt_	1bfr	T	[]	PF00210
16670	a.25.1.1	d1bfru_	1bfr	U	[]	PF00210
16671	a.25.1.1	d1bfrv_	1bfr	V	[]	PF00210
16672	a.25.1.1	d1bfrw_	1bfr	W	[]	PF00210
16673	a.25.1.1	d1bfrx_	1bfr	X	[]	PF00210
32496	c.41.1.1	d1bfua_	1bfu	A	[]	PF00082
20163	b.1.1.1	d1bfvh1	1bfv	H	['6-119']	PF07686
20162	b.1.1.1	d1bfvl_	1bfv	L	[]	PF07686
41078	d.120.1.1	d1bfxa_	1bfx	A	[]	PF00173
18476	a.83.1.1	d1bg0a1	1bg0	A	['2-95']	PF02807
41211	d.128.1.2	d1bg0a2	1bg0	A	['96-357']	PF02807
17767	a.47.1.1	d1bg1a1	1bg1	A	['136-321']	PF01017
22461	b.2.5.5	d1bg1a2	1bg1	A	['322-575']	PF01017
40527	d.93.1.1	d1bg1a3	1bg1	A	['576-716']	PF01017
32189	c.37.1.9	d1bg2a_	1bg2	A	[]	PF00225
33491	c.55.1.3	d1bg3a1	1bg3	A	['1-222']	PF00349
33492	c.55.1.3	d1bg3a2	1bg3	A	['223-465']	PF00349
33493	c.55.1.3	d1bg3a3	1bg3	A	['466-670']	PF00349
33494	c.55.1.3	d1bg3a4	1bg3	A	['671-911']	PF00349
33495	c.55.1.3	d1bg3b1	1bg3	B	['1-222']	PF00349
33496	c.55.1.3	d1bg3b2	1bg3	B	['223-465']	PF00349
33497	c.55.1.3	d1bg3b3	1bg3	B	['466-670']	PF00349
33498	c.55.1.3	d1bg3b4	1bg3	B	['671-911']	PF00349
28806	c.1.8.3	d1bg4a_	1bg4	A	[]	PF00331
17723	a.45.1.1	d1bg5a1	1bg5	A	['81-254']	PF02798
33017	c.47.1.5	d1bg5a2	1bg5	A	['1-80']	PF02798
18810	a.100.1.5	d1bg6a1	1bg6	A	['188-359']	PF02558
30214	c.2.1.6	d1bg6a2	1bg6	A	['4-187']	PF02558
16686	a.25.1.1	d1bg7a_	1bg7	A	[]	PF00210
27800	b.71.1.1	d1bg9a1	1bg9	A	['347-403']	PF00128
28787	c.1.8.1	d1bg9a2	1bg9	A	['1-346']	PF00128
28961	c.1.8.4	d1bgaa_	1bga	A	[]	PF00232
28962	c.1.8.4	d1bgab_	1bga	B	[]	PF00232
28963	c.1.8.4	d1bgac_	1bga	C	[]	PF00232
28964	c.1.8.4	d1bgad_	1bga	D	[]	PF00232
33254	c.52.1.2	d1bgba_	1bgb	A	[]	PF09233
33255	c.52.1.2	d1bgbb_	1bgb	B	[]	PF09233
16822	a.26.1.1	d1bgca_	1bgc	A	[]	PF16647
16825	a.26.1.1	d1bgda_	1bgd	A	[]	PF16647
16823	a.26.1.1	d1bgea_	1bge	A	[]	PF16647
16824	a.26.1.1	d1bgeb_	1bge	B	[]	PF16647
18537	a.90.1.1	d1bgfa_	1bgf	A	[]	PF02865
28953	c.1.8.4	d1bgga_	1bgg	A	[]	PF00232
28954	c.1.8.4	d1bggb_	1bgg	B	[]	PF00232
28955	c.1.8.4	d1bggc_	1bgg	C	[]	PF00232
28956	c.1.8.4	d1bggd_	1bgg	D	[]	PF00232
36328	d.2.1.2	d1bgia_	1bgi	A	[]	PF00062
30352	c.3.1.2	d1bgja1	1bgj	A	['1-173', '276-391']	PF01494
37883	d.16.1.2	d1bgja2	1bgj	A	['174-275']	PF01494
30339	c.3.1.2	d1bgna1	1bgn	A	['1-173', '276-391']	PF01494
37870	d.16.1.2	d1bgna2	1bgn	A	['174-275']	PF01494
37074	d.3.1.1	d1bgoa_	1bgo	A	[]	PF00112
18690	a.93.1.1	d1bgpa_	1bgp	A	[]	PF00141
41098	d.122.1.1	d1bgqa_	1bgq	A	[]	PF02518
36203	d.1.1.2	d1bgsa_	1bgs	A	[]	PF00545
36204	d.1.1.2	d1bgsb_	1bgs	B	[]	PF00545
36205	d.1.1.2	d1bgsc_	1bgs	C	[]	PF00545
30828	c.9.1.1	d1bgse_	1bgs	E	[]	PF01337
30829	c.9.1.1	d1bgsf_	1bgs	F	[]	PF01337
30830	c.9.1.1	d1bgsg_	1bgs	G	[]	PF01337
35463	c.87.1.1	d1bgta_	1bgt	A	[]	PF09198
35464	c.87.1.1	d1bgua_	1bgu	A	[]	PF09198
30217	c.2.1.7	d1bgva1	1bgv	A	['195-449']	PF02812
33865	c.58.1.1	d1bgva2	1bgv	A	['1-194']	PF02812
18083	a.60.7.1	d1bgxt1	1bgx	T	['174-289']	PF02739
33699	c.55.3.5	d1bgxt3	1bgx	T	['290-422']	PF02739
33353	c.120.1.2	d1bgxt2	1bgx	T	['1-173']	PF02739
58954	d.185.1.1	d1bgya1	1bgy	A	['1-233']	PF00675
58955	d.185.1.1	d1bgya2	1bgy	A	['234-446']	PF00675
58956	d.185.1.1	d1bgyb1	1bgy	B	['21-235']	PF00675
58957	d.185.1.1	d1bgyb2	1bgy	B	['236-439']	PF00675
15957	a.3.1.3	d1bgyd2	1bgy	D	['1-195']	PF02167
238526	d.184.1.3	d1bgyi_	1bgy	I	[]	PF09165
58958	d.185.1.1	d1bgym1	1bgy	M	['1-233']	PF00675
58959	d.185.1.1	d1bgym2	1bgy	M	['234-446']	PF00675
58960	d.185.1.1	d1bgyn1	1bgy	N	['21-235']	PF00675
58961	d.185.1.1	d1bgyn2	1bgy	N	['236-439']	PF00675
15958	a.3.1.3	d1bgyp2	1bgy	P	['1-195']	PF02167
24430	b.33.1.1	d1bgyq1	1bgy	Q	['70-196']	PF02921
238527	d.184.1.3	d1bgyu_	1bgy	U	[]	PF09165
38476	d.32.1.1	d1bh5a_	1bh5	A	[]	PF00903
38477	d.32.1.1	d1bh5b_	1bh5	B	[]	PF00903
38478	d.32.1.1	d1bh5c_	1bh5	C	[]	PF00903
38479	d.32.1.1	d1bh5d_	1bh5	D	[]	PF00903
32487	c.41.1.1	d1bh6a_	1bh6	A	[]	PF00082
17398	a.40.1.1	d1bhda_	1bhd	A	[]	PF00307
17399	a.40.1.1	d1bhdb_	1bhd	B	[]	PF00307
28030	b.80.1.3	d1bhea_	1bhe	A	[]	PF00295
40415	d.93.1.1	d1bhfa_	1bhf	A	[]	PF00017
22161	b.1.4.1	d1bhga1	1bhg	A	['226-328']	PF02837
23766	b.18.1.5	d1bhga2	1bhg	A	['22-225']	PF02837
28889	c.1.8.3	d1bhga3	1bhg	A	['329-632']	PF02837
22162	b.1.4.1	d1bhgb1	1bhg	B	['226-328']	PF02837
23767	b.18.1.5	d1bhgb2	1bhg	B	['22-225']	PF02837
28890	c.1.8.3	d1bhgb3	1bhg	B	['329-632']	PF02837
40416	d.93.1.1	d1bhha_	1bhh	A	[]	PF00017
40417	d.93.1.1	d1bhhb_	1bhh	B	[]	PF00017
34189	c.66.1.5	d1bhja_	1bhj	A	[]	PF13649
34190	c.66.1.5	d1bhjb_	1bhj	B	[]	PF13649
33290	c.52.1.3	d1bhma_	1bhm	A	[]	PF02923
33291	c.52.1.3	d1bhmb_	1bhm	B	[]	PF02923
39093	d.58.6.1	d1bhna_	1bhn	A	[]	PF00334
39094	d.58.6.1	d1bhnb_	1bhn	B	[]	PF00334
39095	d.58.6.1	d1bhnc_	1bhn	C	[]	PF00334
39096	d.58.6.1	d1bhnd_	1bhn	D	[]	PF00334
39097	d.58.6.1	d1bhne_	1bhn	E	[]	PF00334
39098	d.58.6.1	d1bhnf_	1bhn	F	[]	PF00334
29840	c.2.1.2	d1bhsa_	1bhs	A	[]	PF00106
